Δn,T,SRH,Label
453487850812859.1,350,0.0010481788925475303,0
497702356433211.4,350,0.0010633341648112289,0
546227721768433.7,350,0.0010796938604437543,0
599484250318942.1,350,0.001097327968770739,0
657933224657568.2,350,0.0011163059193279024,0
722080901838545.6,350,0.001136695611692971,0
792482898353918.6,350,0.0011585622996292929,0
869749002617783.4,350,0.001181967330158661,0
954548456661832.8,350,0.0012069667438836086,0
1047615752789666.2,350,0.0012336097498087154,0
1149756995397735.8,350,0.0012619370959889105,0
1261856883066018.5,350,0.0012919793663645732,0
1384886371393874.5,350,0.001323755243791455,0
1519911082952933.2,350,0.0013572697890445794,0
1668100537200055.8,350,0.0013925127948171633,0
1830738280295369.8,350,0.001429457281654433,0
2009233002565046.0,350,0.0014680582084633177,0
2205130739903041.0,350,0.0015082514727933504,0
2420128264794383.5,350,0.0015499532746207703,0
2656087782946684.0,350,0.0015930599111861374,0
2915053062825181.5,350,0.001637448059125056,0
3199267137797384.5,350,0.0016829755836838894,0
3511191734215142.0,350,0.0017294828937072593,0
3853528593710535.5,350,0.0017767948363243329,0
4229242874389499.0,350,0.0018247230983462982,0
4641588833612792.0,350,0.0018730690542127207,0
5094138014816386.0,350,0.0019216269750120312,0
5590810182512223.0,350,0.001970187491777948,0
6135907273413188.0,350,0.002018541190816354,0
6734150657750828.0,350,0.0020664822106617486,0
7390722033525775.0,350,0.002113811710161167,0
8111308307896889.0,350,0.0021603410851459624,0
8902150854450393.0,350,0.0022058948264335122,0
9770099572992246.0,350,0.0022503129331003465,0
1.0722672220103254e+16,350,0.0022934528202071796,0
1.176811952435004e+16,350,0.002335190687311023,0
1.2915496650148828e+16,350,0.002375422341044893,0
1.4174741629268076e+16,350,0.0024140634898785055,0
1.5556761439304658e+16,350,0.0024510495503831634,0
1.7073526474706888e+16,350,0.00248633502089482,0
1.8738174228603868e+16,350,0.0025198924899086637,0
2.05651230834866e+16,350,0.002551711352843749,0
2.257019719633917e+16,350,0.0025817963123885295,0
2.477076355991714e+16,350,0.002610165735173181,0
2.718588242732951e+16,350,0.0026368499318800837,0
2.9836472402833344e+16,350,0.002661889420028802,0
3.2745491628777316e+16,350,0.002685333219452572,0
3.5938136638046404e+16,350,0.0027072372207167816,0
